clave,clave_ent,nom_ent,mun,pop,icu,beds,cve_sun,nom_sun
28013,28,Tamaulipas,Güémez,16524,0,0,NA,NA
28014,28,Tamaulipas,Guerrero,4786,0,0,NA,NA
28015,28,Tamaulipas,Gustavo Díaz Ordaz,16640,0,7,NA,NA
28016,28,Tamaulipas,Hidalgo,24504,0,38,NA,NA
28017,28,Tamaulipas,Jaumave,16350,0,0,NA,NA
28018,28,Tamaulipas,Jiménez,8538,0,0,NA,NA
28019,28,Tamaulipas,Llera,17892,0,0,NA,NA
28020,28,Tamaulipas,Mainero,2684,0,0,NA,NA
28021,28,Tamaulipas,El Mante,125639,9,214,NA,NA
28022,28,Tamaulipas,Matamoros,546115,9,561,M28.02,Matamoros
28023,28,Tamaulipas,Méndez,4140,0,0,NA,NA
28024,28,Tamaulipas,Mier,4434,0,0,NA,NA
28025,28,Tamaulipas,Miguel Alemán,29033,5,78,NA,NA
28026,28,Tamaulipas,Miquihuana,3817,0,0,NA,NA
28027,28,Tamaulipas,Nuevo Laredo,421295,6,444,M28.03,Nuevo Laredo
28028,28,Tamaulipas,Nuevo Morelos,3738,0,0,NA,NA
28029,28,Tamaulipas,Ocampo,14524,0,0,NA,NA
28030,28,Tamaulipas,Padilla,14808,0,0,NA,NA
28031,28,Tamaulipas,Palmillas,1840,0,0,NA,NA
28032,28,Tamaulipas,Reynosa,686670,27,1003,M28.04,Reynosa
28033,28,Tamaulipas,Río Bravo,133206,0,92,M28.04,Reynosa
28034,28,Tamaulipas,San Carlos,9433,0,10,NA,NA
28035,28,Tamaulipas,San Fernando,59215,0,51,NA,NA
28036,28,Tamaulipas,San Nicolás,1100,0,0,NA,NA
28037,28,Tamaulipas,Soto la Marina,26467,2,25,NA,NA
28038,28,Tamaulipas,Tampico,334535,22,854,M28.05,Tampico
28039,28,Tamaulipas,Tula,30885,0,20,NA,NA
28040,28,Tamaulipas,Valle Hermoso,67965,0,79,NA,NA
28041,28,Tamaulipas,Victoria,367051,37,601,M28.01,Ciudad Victoria
28042,28,Tamaulipas,Villagrán,6563,0,0,NA,NA
28043,28,Tamaulipas,Xicoténcatl,25174,0,0,NA,NA
29001,29,Tlaxcala,Amaxac de Guerrero,12018,0,0,M29.01,Tlaxcala-Apizaco
29002,29,Tlaxcala,Apetatitlán de Antonio Carvajal,16266,12,100,M29.01,Tlaxcala-Apizaco
29003,29,Tlaxcala,Atlangatepec,7030,0,0,NA,NA
29004,29,Tlaxcala,Altzayanca,18578,0,0,NA,NA
29005,29,Tlaxcala,Apizaco,85176,0,112,M29.01,Tlaxcala-Apizaco
29006,29,Tlaxcala,Calpulalpan,51966,0,58,NA,NA
29007,29,Tlaxcala,El Carmen Tequexquitla,18281,0,12,NA,NA
29008,29,Tlaxcala,Cuapiaxtla,16363,0,0,NA,NA
29009,29,Tlaxcala,Cuaxomulco,5720,0,0,M29.01,Tlaxcala-Apizaco
29010,29,Tlaxcala,Chiautempan,77435,0,51,M29.01,Tlaxcala-Apizaco
29011,29,Tlaxcala,Muñoz de Domingo Arenas,4905,0,0,NA,NA
29012,29,Tlaxcala,Españita,9409,0,0,NA,NA
29013,29,Tlaxcala,Huamantla,100247,0,121,NA,NA
29014,29,Tlaxcala,Hueyotlipan,15578,0,0,NA,NA
29015,29,Tlaxcala,Ixtacuixtla de Mariano Matamoros,41831,0,3,M21.01,Puebla-Tlaxcala
29016,29,Tlaxcala,Ixtenco,7759,0,0,NA,NA
29017,29,Tlaxcala,Mazatecochco de José María Morelos,11601,0,0,M21.01,Puebla-Tlaxcala
29018,29,Tlaxcala,Contla de Juan Cuamatzi,41267,0,12,M29.01,Tlaxcala-Apizaco
29019,29,Tlaxcala,Tepetitla de Lardizábal,22733,0,0,M21.01,Puebla-Tlaxcala
29020,29,Tlaxcala,Sanctórum de Lázaro Cárdenas,10588,0,0,NA,NA
29021,29,Tlaxcala,Nanacamilpa de Mariano Arista,19402,0,0,NA,NA
29022,29,Tlaxcala,Acuamanala de Miguel Hidalgo,6934,0,0,M21.01,Puebla-Tlaxcala
29023,29,Tlaxcala,Natívitas,27294,0,33,M21.01,Puebla-Tlaxcala
29024,29,Tlaxcala,Panotla,29017,0,0,M29.01,Tlaxcala-Apizaco
29025,29,Tlaxcala,San Pablo del Monte,82542,0,40,M21.01,Puebla-Tlaxcala
29026,29,Tlaxcala,Santa Cruz Tlaxcala,22062,0,0,M29.01,Tlaxcala-Apizaco
29027,29,Tlaxcala,Tenancingo,13938,0,4,M21.01,Puebla-Tlaxcala
29028,29,Tlaxcala,Teolocholco,26065,0,6,M21.01,Puebla-Tlaxcala
29029,29,Tlaxcala,Tepeyanco,14396,0,0,M21.01,Puebla-Tlaxcala
29030,29,Tlaxcala,Terrenate,16330,0,0,NA,NA
29031,29,Tlaxcala,Tetla de la Solidaridad,34866,0,0,M29.01,Tlaxcala-Apizaco
29032,29,Tlaxcala,Tetlatlahuca,15237,0,3,M21.01,Puebla-Tlaxcala
29033,29,Tlaxcala,Tlaxcala,103435,9,369,M29.01,Tlaxcala-Apizaco
29034,29,Tlaxcala,Tlaxco,45726,0,12,NA,NA
29035,29,Tlaxcala,Tocatlán,6306,0,0,M29.01,Tlaxcala-Apizaco
29036,29,Tlaxcala,Totolac,24161,0,0,M29.01,Tlaxcala-Apizaco
29037,29,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,9486,0,0,NA,NA
29038,29,Tlaxcala,Tzompantepec,18563,13,60,M29.01,Tlaxcala-Apizaco
29039,29,Tlaxcala,Xaloztoc,25784,0,20,M29.01,Tlaxcala-Apizaco
29040,29,Tlaxcala,Xaltocan,11627,0,0,NA,NA
29041,29,Tlaxcala,Papalotla de Xicohténcatl,32591,0,6,M21.01,Puebla-Tlaxcala
29042,29,Tlaxcala,Xicohtzinco,14770,0,18,M21.01,Puebla-Tlaxcala
29043,29,Tlaxcala,Yauhquemehcan,41773,0,3,M29.01,Tlaxcala-Apizaco
29044,29,Tlaxcala,Zacatelco,47148,0,42,M21.01,Puebla-Tlaxcala
29045,29,Tlaxcala,Benito Juárez,6446,0,0,NA,NA
29046,29,Tlaxcala,Emiliano Zapata,4836,0,0,NA,NA
29047,29,Tlaxcala,Lázaro Cárdenas,3282,0,0,NA,NA
29048,29,Tlaxcala,La Magdalena Tlaltelulco,19967,0,0,M29.01,Tlaxcala-Apizaco
29049,29,Tlaxcala,San Damián Texóloc,6022,0,0,M29.01,Tlaxcala-Apizaco
29050,29,Tlaxcala,San Francisco Tetlanohcan,11502,0,13,M29.01,Tlaxcala-Apizaco
29051,29,Tlaxcala,San Jerónimo Zacualpan,4107,0,0,M21.01,Puebla-Tlaxcala
29052,29,Tlaxcala,San José Teacalco,6421,0,0,NA,NA
29053,29,Tlaxcala,San Juan Huactzinco,8053,0,0,M21.01,Puebla-Tlaxcala
29054,29,Tlaxcala,San Lorenzo Axocomanitla,6031,0,0,M21.01,Puebla-Tlaxcala
29055,29,Tlaxcala,San Lucas Tecopilco,3328,0,0,NA,NA
29056,29,Tlaxcala,Santa Ana Nopalucan,8337,0,0,M21.01,Puebla-Tlaxcala
29057,29,Tlaxcala,Santa Apolonia Teacalco,4944,0,0,M21.01,Puebla-Tlaxcala
29058,29,Tlaxcala,Santa Catarina Ayometla,9500,0,3,M21.01,Puebla-Tlaxcala
29059,29,Tlaxcala,Santa Cruz Quilehtla,7664,0,0,M21.01,Puebla-Tlaxcala
29060,29,Tlaxcala,Santa Isabel Xiloxoxtla,5367,0,4,M29.01,Tlaxcala-Apizaco
30001,30,Veracruz,Acajete,9131,0,0,NA,NA
30002,30,Veracruz,Acatlán,3344,0,0,NA,NA
30003,30,Veracruz,Acayucan,91195,0,60,M30.01,Acayucan
30004,30,Veracruz,Actopan,45818,0,0,NA,NA
30005,30,Veracruz,Acula,5690,0,0,NA,NA
30006,30,Veracruz,Acultzingo,23921,0,0,NA,NA
30007,30,Veracruz,Camarón de Tejeda,6820,0,0,NA,NA
30008,30,Veracruz,Alpatláhuac,10563,0,0,NA,NA
30009,30,Veracruz,Alto Lucero de Gutiérrez Barrios,30740,0,8,NA,NA
30010,30,Veracruz,Altotonga,68340,0,40,NA,NA
30011,30,Veracruz,Alvarado,56635,0,30,M30.07,Veracruz
30012,30,Veracruz,Amatitlán,8469,0,0,NA,NA
30013,30,Veracruz,Naranjos Amatlán,30103,0,29,NA,NA
30014,30,Veracruz,Amatlán de los Reyes,48007,0,0,M30.03,Córdoba
30015,30,Veracruz,Angel R. Cabada,35909,0,0,NA,NA
30016,30,Veracruz,La Antigua,28481,0,82,NA,NA
30017,30,Veracruz,Apazapan,4288,0,0,NA,NA
30018,30,Veracruz,Aquila,1969,0,0,NA,NA
30019,30,Veracruz,Astacinga,6685,0,0,NA,NA
30020,30,Veracruz,Atlahuilco,11318,0,0,NA,NA
30021,30,Veracruz,Atoyac,25040,0,16,NA,NA
30022,30,Veracruz,Atzacan,22414,0,0,M30.05,Orizaba
30023,30,Veracruz,Atzalan,52831,0,11,NA,NA
30024,30,Veracruz,Tlaltetela,16443,0,0,NA,NA
30025,30,Veracruz,Ayahualulco,28005,0,0,NA,NA
30026,30,Veracruz,Banderilla,24692,0,0,M30.08,Xalapa
30027,30,Veracruz,Benito Juárez,18423,0,0,NA,NA
30028,30,Veracruz,Boca del Río,152810,1,141,M30.07,Veracruz
30029,30,Veracruz,Calcahualco,13500,0,0,NA,NA
30030,30,Veracruz,Camerino Z. Mendoza,44880,0,12,M30.05,Orizaba
30031,30,Veracruz,Carrillo Puerto,17803,0,0,NA,NA
30032,30,Veracruz,Catemaco,52134,0,23,NA,NA
30033,30,Veracruz,Cazones de Herrera,24958,0,0,M30.06,Poza Rica
30034,30,Veracruz,Cerro Azul,28541,0,22,NA,NA
30035,30,Veracruz,Citlaltépetl,12474,0,0,NA,NA
30036,30,Veracruz,Coacoatzintla,10965,0,0,M30.08,Xalapa
30037,30,Veracruz,Coahuitlán,8852,0,0,NA,NA
30038,30,Veracruz,Coatepec,97949,0,25,M30.08,Xalapa
30039,30,Veracruz,Coatzacoalcos,339108,11,325,M30.02,Coatzacoalcos
30040,30,Veracruz,Coatzintla,59863,0,0,M30.06,Poza Rica
30041,30,Veracruz,Coetzala,2373,0,0,NA,NA
30042,30,Veracruz,Colipa,5902,0,0,NA,NA
30043,30,Veracruz,Comapa,21159,0,0,NA,NA
30044,30,Veracruz,Córdoba,228703,0,245,M30.03,Córdoba
30045,30,Veracruz,Cosamaloapan de Carpio,59870,0,104,NA,NA
30046,30,Veracruz,Cosautlán de Carvajal,17107,0,0,NA,NA
30047,30,Veracruz,Coscomatepec,60872,0,42,NA,NA
30048,30,Veracruz,Cosoleacaque,145830,0,14,M30.04,Minatitlán
30049,30,Veracruz,Cotaxtla,21972,0,0,NA,NA
30050,30,Veracruz,Coxquihui,17506,0,0,NA,NA
30051,30,Veracruz,Coyutla,23502,0,0,NA,NA
30052,30,Veracruz,Cuichapa,12835,0,0,NA,NA
30053,30,Veracruz,Cuitláhuac,29555,0,0,NA,NA
30054,30,Veracruz,Chacaltianguis,13110,0,0,NA,NA
30055,30,Veracruz,Chalma,14137,0,0,NA,NA
30056,30,Veracruz,Chiconamel,7031,0,0,NA,NA
30057,30,Veracruz,Chiconquiaco,14791,0,0,NA,NA
30058,30,Veracruz,Chicontepec,58611,0,37,NA,NA
30059,30,Veracruz,Chinameca,17075,0,0,M30.04,Minatitlán
30060,30,Veracruz,Chinampa de Gorostiza,17492,0,0,NA,NA
30061,30,Veracruz,Las Choapas,85144,0,38,NA,NA
30062,30,Veracruz,Chocamán,22053,0,0,NA,NA
30063,30,Veracruz,Chontla,15234,0,0,NA,NA
30064,30,Veracruz,Chumatlán,4095,0,0,NA,NA
30065,30,Veracruz,Emiliano Zapata,84197,0,0,M30.08,Xalapa
30066,30,Veracruz,Espinal,28537,0,18,NA,NA
30067,30,Veracruz,Filomeno Mata,19443,0,0,NA,NA
30068,30,Veracruz,Fortín,70428,0,0,M30.03,Córdoba
30069,30,Veracruz,Gutiérrez Zamora,25874,0,21,NA,NA
30070,30,Veracruz,Hidalgotitlán,19739,0,0,NA,NA
30071,30,Veracruz,Huatusco,63649,0,30,NA,NA
30072,30,Veracruz,Huayacocotla,22587,0,11,NA,NA
30073,30,Veracruz,Hueyapan de Ocampo,45332,0,0,NA,NA
30074,30,Veracruz,Huiloapan de Cuauhtémoc,7636,0,0,M30.05,Orizaba
30075,30,Veracruz,Ignacio de la Llave,18267,0,0,NA,NA
30076,30,Veracruz,Ilamatlán,14240,0,0,NA,NA
30077,30,Veracruz,Isla,45440,0,44,NA,NA
30078,30,Veracruz,Ixcatepec,14148,0,0,NA,NA
30079,30,Veracruz,Ixhuacán de los Reyes,11998,0,0,NA,NA
30080,30,Veracruz,Ixhuatlán del Café,23980,0,0,NA,NA
30081,30,Veracruz,Ixhuatlancillo,27351,0,0,M30.05,Orizaba
30082,30,Veracruz,Ixhuatlán del Sureste,16524,0,24,M30.02,Coatzacoalcos
30083,30,Veracruz,Ixhuatlán de Madero,56503,0,12,NA,NA
30084,30,Veracruz,Ixmatlahuacan,6067,0,0,NA,NA
30085,30,Veracruz,Ixtaczoquitlán,72556,0,0,M30.05,Orizaba
30086,30,Veracruz,Jalacingo,46453,0,7,NA,NA
30087,30,Veracruz,Xalapa,513443,26,881,M30.08,Xalapa
30088,30,Veracruz,Jalcomulco,5378,0,0,NA,NA
30089,30,Veracruz,Jáltipan,43828,0,12,M30.04,Minatitlán
30090,30,Veracruz,Jamapa,11971,0,0,M30.07,Veracruz
30091,30,Veracruz,Jesús Carranza,30389,0,17,NA,NA
30092,30,Veracruz,Xico,40406,0,0,M30.08,Xalapa
30093,30,Veracruz,Jilotepec,17572,0,0,M30.08,Xalapa
30094,30,Veracruz,Juan Rodríguez Clara,41108,0,0,NA,NA
30095,30,Veracruz,Juchique de Ferrer,16662,0,0,NA,NA
30096,30,Veracruz,Landero y Coss,1671,0,0,NA,NA
30097,30,Veracruz,Lerdo de Tejada,20987,0,53,NA,NA
30098,30,Veracruz,Magdalena,3240,0,0,NA,NA
30099,30,Veracruz,Maltrata,18845,0,0,M30.05,Orizaba
30100,30,Veracruz,Manlio Fabio Altamirano,24849,0,0,M30.07,Veracruz
30101,30,Veracruz,Mariano Escobedo,38503,0,0,M30.05,Orizaba
30102,30,Veracruz,Martínez de la Torre,111164,0,138,NA,NA
30103,30,Veracruz,Mecatlán,12950,0,0,NA,NA
30104,30,Veracruz,Mecayapan,17526,0,13,NA,NA
30105,30,Veracruz,Medellín,83280,0,0,M30.07,Veracruz
30106,30,Veracruz,Miahuatlán,4928,0,0,NA,NA
30107,30,Veracruz,Las Minas,3130,0,0,NA,NA
30108,30,Veracruz,Minatitlán,164357,6,205,M30.04,Minatitlán
30109,30,Veracruz,Misantla,67752,0,35,NA,NA
30110,30,Veracruz,Mixtla de Altamirano,12205,0,0,NA,NA
30111,30,Veracruz,Moloacán,18117,0,0,NA,NA
30112,30,Veracruz,Naolinco,22956,0,25,NA,NA
30113,30,Veracruz,Naranjal,4817,0,0,NA,NA
30114,30,Veracruz,Nautla,11519,0,0,NA,NA
30115,30,Veracruz,Nogales,39768,0,0,M30.05,Orizaba
30116,30,Veracruz,Oluta,17291,0,69,M30.01,Acayucan
30117,30,Veracruz,Omealca,25159,0,5,NA,NA
30118,30,Veracruz,Orizaba,134420,10,514,M30.05,Orizaba
30119,30,Veracruz,Otatitlán,5971,0,0,NA,NA
30120,30,Veracruz,Oteapan,17084,0,0,M30.04,Minatitlán
30121,30,Veracruz,Ozuluama de Mascareñas,24470,0,23,NA,NA
30122,30,Veracruz,Pajapan,18172,0,0,NA,NA
30123,30,Veracruz,Pánuco,105926,0,46,M28.05,Tampico
30124,30,Veracruz,Papantla,166496,0,41,M30.06,Poza Rica
30125,30,Veracruz,Paso del Macho,33345,0,0,NA,NA
30126,30,Veracruz,Paso de Ovejas,35445,0,6,NA,NA
30127,30,Veracruz,La Perla,28959,0,0,NA,NA
30128,30,Veracruz,Perote,76977,0,27,NA,NA
30129,30,Veracruz,Platón Sánchez,19132,0,6,NA,NA
30130,30,Veracruz,Playa Vicente,39712,0,12,NA,NA
30131,30,Veracruz,Poza Rica de Hidalgo,217773,19,389,M30.06,Poza Rica
30132,30,Veracruz,Las Vigas de Ramírez,20667,0,0,NA,NA
30133,30,Veracruz,Pueblo Viejo,60978,0,0,M28.05,Tampico
30134,30,Veracruz,Puente Nacional,23890,0,0,NA,NA
30135,30,Veracruz,Rafael Delgado,24439,0,0,M30.05,Orizaba
30136,30,Veracruz,Rafael Lucio,8510,0,0,M30.08,Xalapa
30137,30,Veracruz,Los Reyes,6200,0,0,NA,NA
30138,30,Veracruz,Río Blanco,44568,9,106,M30.05,Orizaba
30139,30,Veracruz,Saltabarranca,6526,0,0,NA,NA
30140,30,Veracruz,San Andrés Tenejapan,3097,0,0,M30.05,Orizaba
30141,30,Veracruz,San Andrés Tuxtla,173149,0,96,NA,NA
30142,30,Veracruz,San Juan Evangelista,35607,0,0,NA,NA
30143,30,Veracruz,Santiago Tuxtla,60542,0,47,NA,NA
30144,30,Veracruz,Sayula de Alemán,34331,0,0,NA,NA
30145,30,Veracruz,Soconusco,17083,0,0,M30.01,Acayucan
30146,30,Veracruz,Sochiapa,3839,0,0,NA,NA
30147,30,Veracruz,Soledad Atzompa,24269,0,0,NA,NA
30148,30,Veracruz,Soledad de Doblado,29150,0,0,NA,NA
30149,30,Veracruz,Soteapan,36043,0,0,NA,NA
30150,30,Veracruz,Tamalín,12233,0,0,NA,NA
30151,30,Veracruz,Tamiahua,24459,0,0,NA,NA
30152,30,Veracruz,Tampico Alto,13099,0,0,NA,NA
30153,30,Veracruz,Tancoco,6072,0,0,NA,NA
30154,30,Veracruz,Tantima,13662,0,0,NA,NA
30155,30,Veracruz,Tantoyuca,109017,0,32,NA,NA
30156,30,Veracruz,Tatatila,6179,0,0,NA,NA
30157,30,Veracruz,Castillo de Teayo,20752,0,0,NA,NA
30158,30,Veracruz,Tecolutla,25352,0,0,NA,NA
30159,30,Veracruz,Tehuipango,27267,0,0,NA,NA
30160,30,Veracruz,Álamo Temapache,110365,0,30,NA,NA
30161,30,Veracruz,Tempoal,37410,0,17,NA,NA
30162,30,Veracruz,Tenampa,7081,0,0,NA,NA
30163,30,Veracruz,Tenochtitlán,5425,0,0,NA,NA
30164,30,Veracruz,Teocelo,17551,0,10,NA,NA
30165,30,Veracruz,Tepatlaxco,8888,0,0,NA,NA
30166,30,Veracruz,Tepetlán,10147,0,0,NA,NA
30167,30,Veracruz,Tepetzintla,15415,0,0,NA,NA
30168,30,Veracruz,Tequila,15968,0,0,NA,NA
30169,30,Veracruz,José Azueta,24096,0,14,NA,NA
30170,30,Veracruz,Texcatepec,11527,0,0,NA,NA
30171,30,Veracruz,Texhuacán,5630,0,0,NA,NA
30172,30,Veracruz,Texistepec,21798,0,0,NA,NA
30173,30,Veracruz,Tezonapa,59388,0,15,NA,NA
30174,30,Veracruz,Tierra Blanca,110811,0,61,NA,NA
30175,30,Veracruz,Tihuatlán,100967,0,0,M30.06,Poza Rica
30176,30,Veracruz,Tlacojalpan,5182,0,0,NA,NA
30177,30,Veracruz,Tlacolulan,11825,0,0,NA,NA
30178,30,Veracruz,Tlacotalpan,14121,0,12,NA,NA
30179,30,Veracruz,Tlacotepec de Mejía,4156,0,0,NA,NA
30180,30,Veracruz,Tlachichilco,12158,0,0,NA,NA
30181,30,Veracruz,Tlalixcoyan,40083,0,24,NA,NA
30182,30,Veracruz,Tlalnelhuayocan,19767,0,0,M30.08,Xalapa
30183,30,Veracruz,Tlapacoyan,65087,0,15,NA,NA
30184,30,Veracruz,Tlaquilpa,8035,0,15,NA,NA
30185,30,Veracruz,Tlilapan,5584,0,0,M30.05,Orizaba
30186,30,Veracruz,Tomatlán,7326,0,0,NA,NA
30187,30,Veracruz,Tonayán,6001,0,0,NA,NA
30188,30,Veracruz,Totutla,18306,0,0,NA,NA
30189,30,Veracruz,Tuxpan,169763,0,207,NA,NA
30190,30,Veracruz,Tuxtilla,2358,0,0,NA,NA
30191,30,Veracruz,Ursulo Galván,32478,0,0,NA,NA
30192,30,Veracruz,Vega de Alatorre,21319,0,0,NA,NA
30193,30,Veracruz,Veracruz,626918,50,1415,M30.07,Veracruz
30194,30,Veracruz,Villa Aldama,12406,0,0,NA,NA
30195,30,Veracruz,Xoxocotla,5685,0,0,NA,NA
30196,30,Veracruz,Yanga,18981,0,0,M30.03,Córdoba
30197,30,Veracruz,Yecuatla,12549,0,0,NA,NA
30198,30,Veracruz,Zacualpan,7530,0,0,NA,NA
30199,30,Veracruz,Zaragoza,11884,0,0,M30.04,Minatitlán
30200,30,Veracruz,Zentla,14056,0,0,NA,NA
30201,30,Veracruz,Zongolica,45823,0,25,NA,NA
30202,30,Veracruz,Zontecomatlán de López y Fuentes,15258,0,0,NA,NA
30203,30,Veracruz,Zozocolco de Hidalgo,15708,0,0,NA,NA
30204,30,Veracruz,Agua Dulce,50680,0,16,NA,NA
30205,30,Veracruz,El Higo,20600,0,0,NA,NA
30206,30,Veracruz,Nanchital de Lázaro Cárdenas del Rio,31215,0,16,M30.02,Coatzacoalcos
30207,30,Veracruz,Tres Valles,48712,0,0,NA,NA
30208,30,Veracruz,Carlos A. Carrillo,25991,0,0,NA,NA
30209,30,Veracruz,Tatahuicapan de Juárez,16248,0,0,NA,NA
30210,30,Veracruz,Uxpanapa,30449,0,12,NA,NA
30211,30,Veracruz,San Rafael,31464,0,0,NA,NA
30212,30,Veracruz,Santiago Sochiapan,15037,0,0,NA,NA
31001,31,Yucatán,Abalá,7035,0,0,NA,NA
31002,31,Yucatán,Acanceh,17390,0,30,M31.01,Mérida
31003,31,Yucatán,Akil,11877,0,0,NA,NA
31004,31,Yucatán,Baca,6406,0,0,NA,NA
31005,31,Yucatán,Bokobá,2349,0,0,NA,NA
31006,31,Yucatán,Buctzotz,9560,0,0,NA,NA
31007,31,Yucatán,Cacalchén,7768,0,0,NA,NA
31008,31,Yucatán,Calotmul,4328,0,0,NA,NA
31009,31,Yucatán,Cansahcab,4994,0,0,NA,NA
31010,31,Yucatán,Cantamayec,2684,0,0,NA,NA
31011,31,Yucatán,Celestún,8260,0,0,NA,NA
31012,31,Yucatán,Cenotillo,4194,0,0,NA,NA
31013,31,Yucatán,Conkal,11891,0,0,M31.01,Mérida
31014,31,Yucatán,Cuncunul,1724,0,0,NA,NA
31015,31,Yucatán,Cuzamá,5555,0,0,NA,NA
31016,31,Yucatán,Chacsinkín,3197,0,0,NA,NA
31017,31,Yucatán,Chankom,4896,0,0,NA,NA
31018,31,Yucatán,Chapab,3388,0,0,NA,NA
31019,31,Yucatán,Chemax,39000,0,0,NA,NA
31020,31,Yucatán,Chicxulub Pueblo,4805,0,0,NA,NA
31021,31,Yucatán,Chichimilá,8960,0,0,NA,NA
31022,31,Yucatán,Chikindzonot,4448,0,0,NA,NA
31023,31,Yucatán,Chocholá,5070,0,0,NA,NA
31024,31,Yucatán,Chumayel,3500,0,0,NA,NA
31025,31,Yucatán,Dzán,5690,0,0,NA,NA
31026,31,Yucatán,Dzemul,3981,0,0,NA,NA
31027,31,Yucatán,Dzidzantún,8874,0,0,NA,NA
31028,31,Yucatán,Dzilam de Bravo,2892,0,0,NA,NA
31029,31,Yucatán,Dzilam González,6543,0,0,NA,NA
31030,31,Yucatán,Dzitás,4034,0,6,NA,NA
31031,31,Yucatán,Dzoncauich,2840,0,0,NA,NA
31032,31,Yucatán,Espita,17300,0,0,NA,NA
31033,31,Yucatán,Halachó,21620,0,0,NA,NA
31034,31,Yucatán,Hocabá,6607,0,0,NA,NA
31035,31,Yucatán,Hoctún,6358,0,0,NA,NA
31036,31,Yucatán,Homún,8243,0,0,NA,NA
31037,31,Yucatán,Huhí,5578,0,0,NA,NA
31038,31,Yucatán,Hunucmá,34856,0,0,M31.01,Mérida
31039,31,Yucatán,Ixil,4390,0,0,NA,NA
31040,31,Yucatán,Izamal,28872,0,32,NA,NA
31041,31,Yucatán,Kanasín,108918,0,29,M31.01,Mérida
31042,31,Yucatán,Kantunil,5813,0,0,NA,NA
31043,31,Yucatán,Kaua,3307,0,0,NA,NA
31044,31,Yucatán,Kinchil,7657,0,0,NA,NA
31045,31,Yucatán,Kopomá,2726,0,0,NA,NA
31046,31,Yucatán,Mama,3371,0,0,NA,NA
31047,31,Yucatán,Maní,6001,0,0,NA,NA
31048,31,Yucatán,Maxcanú,24331,0,20,NA,NA
31049,31,Yucatán,Mayapán,3901,0,0,NA,NA
31050,31,Yucatán,Mérida,963861,101,2011,M31.01,Mérida
31051,31,Yucatán,Mocochá,3513,0,0,NA,NA
31052,31,Yucatán,Motul,39052,0,41,NA,NA
31053,31,Yucatán,Muna,13571,0,0,NA,NA
31054,31,Yucatán,Muxupip,3074,0,0,NA,NA
31055,31,Yucatán,Opichén,7249,0,0,NA,NA
31056,31,Yucatán,Oxkutzcab,33191,0,40,NA,NA
31057,31,Yucatán,Panabá,8254,0,0,NA,NA
31058,31,Yucatán,Peto,26894,0,12,NA,NA
31059,31,Yucatán,Progreso,63037,0,20,NA,NA
31060,31,Yucatán,Quintana Roo,1028,0,0,NA,NA
31061,31,Yucatán,Río Lagartos,3811,0,0,NA,NA
31062,31,Yucatán,Sacalum,5157,0,0,NA,NA
31063,31,Yucatán,Samahil,5540,0,0,M31.01,Mérida
31064,31,Yucatán,Sanahcat,1829,0,0,NA,NA
31065,31,Yucatán,San Felipe,2072,0,0,NA,NA
31066,31,Yucatán,Santa Elena,4278,0,0,NA,NA
31067,31,Yucatán,Seyé,10360,0,0,NA,NA
31068,31,Yucatán,Sinanché,3377,0,0,NA,NA
31069,31,Yucatán,Sotuta,9485,0,0,NA,NA
31070,31,Yucatán,Sucilá,4204,0,0,NA,NA
31071,31,Yucatán,Sudzal,1825,0,0,NA,NA
31072,31,Yucatán,Suma,1963,0,0,NA,NA
31073,31,Yucatán,Tahdziú,5375,0,0,NA,NA
31074,31,Yucatán,Tahmek,3982,0,0,NA,NA
31075,31,Yucatán,Teabo,7031,NA,NA,NA,NA
31076,31,Yucatán,Tecoh,18791,0,0,NA,NA
31077,31,Yucatán,Tekal de Venegas,2845,0,0,NA,NA
31078,31,Yucatán,Tekantó,4049,0,0,NA,NA
31079,31,Yucatán,Tekax,45441,0,30,NA,NA
31080,31,Yucatán,Tekit,10974,0,0,NA,NA
31081,31,Yucatán,Tekom,3443,0,0,NA,NA
31082,31,Yucatán,Telchac Pueblo,4051,0,0,NA,NA
31083,31,Yucatán,Telchac Puerto,1912,0,0,NA,NA
31084,31,Yucatán,Temax,7746,0,0,NA,NA
31085,31,Yucatán,Temozón,16593,0,0,NA,NA
31086,31,Yucatán,Tepakán,2372,0,0,NA,NA
31087,31,Yucatán,Tetiz,5419,0,0,NA,NA
31088,31,Yucatán,Teya,2091,0,0,NA,NA
31089,31,Yucatán,Ticul,42960,0,10,NA,NA
31090,31,Yucatán,Timucuy,7877,0,0,M31.01,Mérida
31091,31,Yucatán,Tinum,12771,0,6,NA,NA
31092,31,Yucatán,Tixcacalcupul,7614,0,0,NA,NA
31093,31,Yucatán,Tixkokob,19340,0,0,M31.01,Mérida
31094,31,Yucatán,Tixmehuac,5200,0,0,NA,NA
31095,31,Yucatán,Tixpéhual,5922,0,0,M31.01,Mérida
31096,31,Yucatán,Tizimín,82742,0,65,NA,NA
31097,31,Yucatán,Tunkás,3751,0,0,NA,NA
31098,31,Yucatán,Tzucacab,15686,0,0,NA,NA
31099,31,Yucatán,Uayma,4368,0,0,NA,NA
31100,31,Yucatán,Ucú,3963,0,0,M31.01,Mérida
31101,31,Yucatán,Umán,58139,0,40,M31.01,Mérida
